Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1B,Freddie Freeman (16631090),Freddie Freeman,16631090,1B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,10.88
2B,Ozzie Albies (16631091),Ozzie Albies,16631091,2B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,8.63
3B,Austin Riley (16631092),Austin Riley,16631092,3B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,6.36
SS,Dansby Swanson (16631093),Dansby Swanson,16631093,SS,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,9.11
C,Alex Jackson (16631094),Alex Jackson,16631094,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,1.6
C,William Contreras (16631095),William Contreras,16631095,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4
C,Travis d'Arnaud (16631096),Travis d'Arnaud,16631096,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,8.59
OF,Phillip Ervin (16631097),Phillip Ervin,16631097,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,2.76
OF,Ronald Acuna Jr. (16631098),Ronald Acuna Jr.,16631098,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,10.62
OF,Cristian Pache (16631099),Cristian Pache,16631099,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.29
OF,Ender Inciarte (16631100),Ender Inciarte,16631100,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.91
OF,Abraham Almonte (16631101),Abraham Almonte,16631101,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,1.71
OF,Marcell Ozuna (16631102),Marcell Ozuna,16631102,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,10.51
OF,Guillermo Heredia (16631103),Guillermo Heredia,16631103,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.53
1B/3B,Jake Lamb (16631104),Jake Lamb,16631104,1B/3B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.03
3B/SS,Johan Camargo (16631106),Johan Camargo,16631106,3B/SS,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.97
SP,Touki Toussaint (16631108),Touki Toussaint,16631108,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,5.42
SP,Sean Newcomb (16631109),Sean Newcomb,16631109,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,-0.16
SP,Max Fried (16631110),Max Fried,16631110,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,16.78
SP,Kyle Muller (16631111),Kyle Muller,16631111,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
SP,Charlie Morton (16631112),Charlie Morton,16631112,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,13.79
SP,Tyler Matzek (16631113),Tyler Matzek,16631113,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,6.16
SP,Huascar Ynoa (16631114),Huascar Ynoa,16631114,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.54
SP,Ian Anderson (16631115),Ian Anderson,16631115,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,21.20
SP,Bryse Wilson (16631116),Bryse Wilson,16631116,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,8.96
SP,Kyle Wright (16631117),Kyle Wright,16631117,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,8.53
SP,Mike Soroka (16631118),Mike Soroka,16631118,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,7.78
SP,Josh Tomlin (16631119),Josh Tomlin,16631119,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,5.44
SP,Drew Smyly (16631120),Drew Smyly,16631120,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,15.12
SP,Tucker Davidson (16631121),Tucker Davidson,16631121,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,-0.45
RP,Grant Dayton (16631122),Grant Dayton,16631122,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.50
RP,Chris Martin (16631123),Chris Martin,16631123,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.5
RP,A.J. Minter (16631124),A.J. Minter,16631124,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.18
RP,Patrick Weigel (16631125),Patrick Weigel,16631125,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,-5.5
RP,Chad Sobotka (16631126),Chad Sobotka,16631126,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,-0.64
RP,Jacob Webb (16631127),Jacob Webb,16631127,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.99
RP,Jasseel De La Cruz (16631128),Jasseel De La Cruz,16631128,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
RP,Victor Arano (16631129),Victor Arano,16631129,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
RP,Luke Jackson (16631130),Luke Jackson,16631130,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,1.83
RP,Will Smith (16631131),Will Smith,16631131,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.26
1B,Bryce Ball (16631132),Bryce Ball,16631132,1B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
1B,Pablo Sandoval (16631133),Pablo Sandoval,16631133,1B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,2.84
2B,Jason Kipnis (16631134),Jason Kipnis,16631134,2B,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,4.91
SS,Ryan Goins (16631135),Ryan Goins,16631135,SS,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0.71
SS,Braden Shewmake (16631136),Braden Shewmake,16631136,SS,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
C,Jonathan Morales (16631137),Jonathan Morales,16631137,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
C,Shea Langeliers (16631138),Shea Langeliers,16631138,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
OF,Michael Harris (16631139),Michael Harris,16631139,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
OF,Travis Demeritte (16631140),Travis Demeritte,16631140,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,2.39
OF,Trey Harris (16631141),Trey Harris,16631141,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
OF,Drew Waters (16631142),Drew Waters,16631142,OF,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
3B/SS,Ehire Adrianza (16631143),Ehire Adrianza,16631143,3B/SS,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,2.73
RP,Carl Edwards Jr. (16631145),Carl Edwards Jr.,16631145,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,3.74
C,Logan Brown (16631146),Logan Brown,16631146,C,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
RP,Nate Jones (16631147),Nate Jones,16631147,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,2.01
RP,Thomas Burrows (16631148),Thomas Burrows,16631148,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
RP,Philip Pfeifer (16631149),Philip Pfeifer,16631149,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
RP,Fernando Abad (16631150),Fernando Abad,16631150,P,4500,TB@ATL 03/11/2021 01:05PM ET,ATL,0
1B,Ji-Man Choi (16631151),Ji-Man Choi,16631151,1B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,5.45
2B,Vidal Brujan (16631152),Vidal Brujan,16631152,2B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
2B,Joey Wendle (16631153),Joey Wendle,16631153,2B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,6.11
2B,Brandon Lowe (16631154),Brandon Lowe,16631154,2B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,7.87
3B,Kevin Padlo (16631155),Kevin Padlo,16631155,3B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SS,Taylor Walls (16631156),Taylor Walls,16631156,SS,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SS,Willy Adames (16631157),Willy Adames,16631157,SS,4500,TB@ATL 03/11/2021 01:05PM ET,TB,6.32
C,Francisco Mejia (16631158),Francisco Mejia,16631158,C,4500,TB@ATL 03/11/2021 01:05PM ET,TB,2.24
C,Mike Zunino (16631159),Mike Zunino,16631159,C,4500,TB@ATL 03/11/2021 01:05PM ET,TB,4.38
OF,Kevin Kiermaier (16631160),Kevin Kiermaier,16631160,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,5.98
OF,Manuel Margot (16631161),Manuel Margot,16631161,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,6.62
OF,Brett Phillips (16631162),Brett Phillips,16631162,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,3.21
OF,Austin Meadows (16631163),Austin Meadows,16631163,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,5.60
OF,Randy Arozarena (16631164),Randy Arozarena,16631164,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,10.54
OF,Josh Lowe (16631165),Josh Lowe,16631165,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
1B/3B,Yandy Diaz (16631166),Yandy Diaz,16631166,1B/3B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,6.02
2B/3B,Mike Brosseau (16631168),Mike Brosseau,16631168,2B/3B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,4.84
3B/OF,Yoshi Tsutsugo (16631170),Yoshi Tsutsugo,16631170,3B/OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,5.52
SP,Cody Reed (16631172),Cody Reed,16631172,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,2.46
SP,Josh Fleming (16631173),Josh Fleming,16631173,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,11.77
SP,Brent Honeywell Jr. (16631174),Brent Honeywell Jr.,16631174,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,Rich Hill (16631175),Rich Hill,16631175,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,12.92
SP,Chris Archer (16631176),Chris Archer,16631176,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,Michael Wacha (16631177),Michael Wacha,16631177,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,8.94
SP,Tyler Glasnow (16631178),Tyler Glasnow,16631178,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,19.22
SP,Trevor Richards (16631179),Trevor Richards,16631179,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,5.67
SP,Drew Strotman (16631180),Drew Strotman,16631180,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,Brendan McKay (16631181),Brendan McKay,16631181,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,Ryan Yarbrough (16631182),Ryan Yarbrough,16631182,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,9.74
RP,Diego Castillo (16631183),Diego Castillo,16631183,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,3.88
RP,Collin McHugh (16631184),Collin McHugh,16631184,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
RP,Luis Patino (16631185),Luis Patino,16631185,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,3.73
RP,Chaz Roe (16631186),Chaz Roe,16631186,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,3.26
RP,Pete Fairbanks (16631187),Pete Fairbanks,16631187,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,4.54
RP,Chris Mazza (16631188),Chris Mazza,16631188,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,7.43
RP,Jeffrey Springs (16631189),Jeffrey Springs,16631189,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,2.93
RP,Shane McClanahan (16631190),Shane McClanahan,16631190,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0.94
RP,Ryan Sherriff (16631191),Ryan Sherriff,16631191,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,2.57
RP,Nick Anderson (16631192),Nick Anderson,16631192,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,3.96
RP,Ryan Thompson (16631193),Ryan Thompson,16631193,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,2.67
2B,Esteban Quiroz (16631194),Esteban Quiroz,16631194,2B,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SS,Wander Franco (16631195),Wander Franco,16631195,SS,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SS,Xavier Edwards (16631196),Xavier Edwards,16631196,SS,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
C,Kevan Smith (16631197),Kevan Smith,16631197,C,4500,TB@ATL 03/11/2021 01:05PM ET,TB,4.18
OF,Garrett Whitley (16631198),Garrett Whitley,16631198,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
OF,Moises Gomez (16631199),Moises Gomez,16631199,OF,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,Dietrich Enns (16631200),Dietrich Enns,16631200,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SP,David Hess (16631201),David Hess,16631201,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0.18
RP,Yacksel Rios (16631202),Yacksel Rios,16631202,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,1.13
RP,Andrew Kittredge (16631203),Andrew Kittredge,16631203,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,1.75
RP,Hunter Strickland (16631204),Hunter Strickland,16631204,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,1.48
RP,Chris Ellis (16631205),Chris Ellis,16631205,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
SS,Greg Jones (16631206),Greg Jones,16631206,SS,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
C,Joseph Odom (16631207),Joseph Odom,16631207,C,4500,TB@ATL 03/11/2021 01:05PM ET,TB,1.72
SP,Joe Ryan (16631208),Joe Ryan,16631208,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
RP,Brian Moran (16631209),Brian Moran,16631209,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,1.61
SP,Shane Baz (16631210),Shane Baz,16631210,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
RP,Joey Krehbiel (16631211),Joey Krehbiel,16631211,P,4500,TB@ATL 03/11/2021 01:05PM ET,TB,0
1B,Ryan Zimmerman (16631212),Ryan Zimmerman,16631212,1B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
1B,Josh Bell (16631213),Josh Bell,16631213,1B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,5.79
2B,Starlin Castro (16631214),Starlin Castro,16631214,2B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,6.56
2B,Josh Harrison (16631215),Josh Harrison,16631215,2B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,5.03
3B,Jake Noll (16631216),Jake Noll,16631216,3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.43
3B,Carter Kieboom (16631217),Carter Kieboom,16631217,3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,4.67
SS,Yasel Antuna (16631218),Yasel Antuna,16631218,SS,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SS,Trea Turner (16631219),Trea Turner,16631219,SS,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,11.02
SS,Luis Garcia (16631220),Luis Garcia,16631220,SS,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,5.5
C,Alex Avila (16631221),Alex Avila,16631221,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.33
C,Yan Gomes (16631222),Yan Gomes,16631222,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,7.03
C,Tres Barrera (16631223),Tres Barrera,16631223,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
OF,Juan Soto (16631224),Juan Soto,16631224,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,11.64
OF,Yadiel Hernandez (16631225),Yadiel Hernandez,16631225,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,4
OF,Victor Robles (16631226),Victor Robles,16631226,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,5.25
OF,Andrew Stevenson (16631227),Andrew Stevenson,16631227,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,9.73
OF,Kyle Schwarber (16631228),Kyle Schwarber,16631228,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,6.26
SP,Stephen Strasburg (16631229),Stephen Strasburg,16631229,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,-1.08
SP,Patrick Corbin (16631230),Patrick Corbin,16631230,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,13.27
SP,Joan Adon (16631231),Joan Adon,16631231,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Joe Ross (16631232),Joe Ross,16631232,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Jon Lester (16631233),Jon Lester,16631233,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,9.40
SP,Max Scherzer (16631234),Max Scherzer,16631234,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,20.47
SP,Rogelio Armenteros (16631235),Rogelio Armenteros,16631235,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Erick Fedde (16631236),Erick Fedde,16631236,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,7.82
RP,Daniel Hudson (16631237),Daniel Hudson,16631237,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.29
RP,Steven Fuentes (16631238),Steven Fuentes,16631238,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
RP,Austin Voth (16631239),Austin Voth,16631239,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,8.44
RP,Seth Romero (16631240),Seth Romero,16631240,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,1.07
RP,Sam Clay (16631241),Sam Clay,16631241,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
RP,Will Harris (16631242),Will Harris,16631242,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,2.59
RP,Ryne Harper (16631243),Ryne Harper,16631243,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,1.91
RP,Wander Suero (16631244),Wander Suero,16631244,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.52
RP,Ben Braymer (16631245),Ben Braymer,16631245,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,9.1
RP,Dakota Bacus (16631246),Dakota Bacus,16631246,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0.52
RP,Kyle Finnegan (16631247),Kyle Finnegan,16631247,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.06
RP,Kyle McGowin (16631248),Kyle McGowin,16631248,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,4.48
RP,Tanner Rainey (16631249),Tanner Rainey,16631249,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,4.61
RP,Brad Hand (16631250),Brad Hand,16631250,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,3.8
3B,Brandon Snyder (16631251),Brandon Snyder,16631251,3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
3B,Drew Mendoza (16631252),Drew Mendoza,16631252,3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SS,Jordy Mercer (16631253),Jordy Mercer,16631253,SS,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,2.22
C,Raudy Read (16631254),Raudy Read,16631254,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
C,Blake Swihart (16631255),Blake Swihart,16631255,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
OF,Carlos Tocci (16631256),Carlos Tocci,16631256,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
OF,Yasmany Tomas (16631257),Yasmany Tomas,16631257,OF,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
2B/3B,Adrian Sanchez (16631258),Adrian Sanchez,16631258,2B/3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
2B/3B,Hernan Perez (16631260),Hernan Perez,16631260,2B/3B,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,1
SP,Tyler Eppler (16631262),Tyler Eppler,16631262,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
RP,T.J. McFarland (16631263),T.J. McFarland,16631263,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,1.65
RP,Matt Cronin (16631264),Matt Cronin,16631264,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
RP,Javy Guerra (16631265),Javy Guerra,16631265,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,2.26
C,Israel Pineda (16631266),Israel Pineda,16631266,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
C,Jakson Reetz (16631267),Jakson Reetz,16631267,C,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Cade Cavalli (16631268),Cade Cavalli,16631268,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Tyler Dyson (16631269),Tyler Dyson,16631269,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
SP,Cole Henry (16631270),Cole Henry,16631270,P,4500,WAS@MIA 03/11/2021 01:05PM ET,WAS,0
